model,train_rows,test_rows,features,train_positive_rate,test_positive_rate,auc,pr_auc,brier_score,threshold_train_rate,precision,recall,f1,accuracy,precision_05,recall_05,f1_05
seoul_internal,1477,422,36,0.3290453622207177,0.2890995260663507,0.582568306010929,0.3335581786815868,0.3414623894586507,0.3537134772395808,0.3322884012539185,0.8688524590163934,0.4807256235827664,0.45734597156398105,0.31365313653136534,0.6967213114754098,0.4325699745547074
seoul_external,1477,422,40,0.3290453622207177,0.2890995260663507,0.599535519125683,0.3445845242170312,0.33864623616542594,0.3711047406090526,0.330188679245283,0.860655737704918,0.4772727272727273,0.4549763033175355,0.33941605839416056,0.7622950819672131,0.4696969696969697
