platform_shop_id,year_month,avg_text_sentiment,text_review_count,positive_text_rate,negative_text_rate,taste_rate,portion_rate,delivery_rate,price_rate,service_rate,reorder_rate,review_length,token_count,exclamation_count,question_count,positive_hit_count,negative_hit_count,sentiment_abs,mixed_sentiment_flag,has_reply,reply_length,reply_token_count,reply_contains_coupon,reply_coupon_flag,reply_template_score,reply_ai_like_score,growth_label_top30,category,brand
ba_14692035,2025-09,0.7,2,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,63.0,14.0,1.0,0.0,4.5,0.5,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,백반·죽·국수,본그룹
ba_14692060,2025-08,0.7181818181818181,22,0.8181818181818182,0.0,0.6363636363636364,0.5,0.09090909090909091,0.0,0.3181818181818182,0.09090909090909091,45.95454545454545,9.818181818181818,0.6363636363636364,0.0,3.8636363636363638,0.2727272727272727,0.7181818181818183,0.13636363636363635,0.9090909090909091,199.0909090909091,43.63636363636363,0.0,0.0,0.5064935064935064,0.25,1,백반·죽·국수,본그룹
ba_14692060,2025-09,0.4857142857142857,7,1.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,23.714285714285715,5.714285714285714,0.2857142857142857,0.0,2.0,0.0,0.4857142857142857,0.0,0.8571428571428571,172.42857142857142,35.714285714285715,0.2857142857142857,0.2857142857142857,0.4693877551020408,0.14285714285714285,0,백반·죽·국수,본그룹
ba_14692077,2025-09,1.0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,48.0,10.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,백반·죽·국수,본그룹
ba_14692092,2025-08,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,백반·죽·국수,본그룹
ba_14692116,2025-07,0.7199999999999999,30,1.0,0.0,0.6,0.1,0.1,0.0,0.2,0.1,38.4,8.6,0.0,0.0,3.2,0.1,0.7200000000000001,0.1,1.0,221.33333333333334,49.9,0.0,0.0,0.4380952380952381,0.24444444444444444,1,백반·죽·국수,본그룹
ba_14692116,2025-08,0.6923076923076922,39,0.8974358974358975,0.05128205128205128,0.6923076923076923,0.1282051282051282,0.05128205128205128,0.0,0.07692307692307693,0.1794871794871795,32.07692307692308,7.17948717948718,0.28205128205128205,0.02564102564102564,2.8461538461538463,0.10256410256410256,0.7128205128205128,0.05128205128205128,1.0,205.46153846153845,45.15384615384615,0.15384615384615385,0.15384615384615385,0.5054945054945055,0.24786324786324784,1,백반·죽·국수,본그룹
ba_14692116,2025-09,0.8095238095238095,21,0.9047619047619048,0.0,0.9047619047619048,0.23809523809523808,0.19047619047619047,0.0,0.19047619047619047,0.0,43.714285714285715,9.238095238095237,0.47619047619047616,0.0,3.7142857142857144,0.14285714285714285,0.8095238095238095,0.14285714285714285,1.0,198.95238095238096,42.857142857142854,0.23809523809523808,0.23809523809523808,0.48299319727891155,0.19841269841269837,0,백반·죽·국수,본그룹
ba_14692118,2025-08,0.75,12,0.9166666666666666,0.0,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.0,0.08333333333333333,0.0,37.416666666666664,7.666666666666667,0.8333333333333334,0.0,3.5833333333333335,0.0,0.75,0.0,1.0,227.33333333333334,49.833333333333336,0.0,0.0,0.5833333333333334,0.2222222222222222,1,백반·죽·국수,본그룹
ba_14692118,2025-09,0.9199999999999999,5,1.0,0.0,0.6,0.0,1.0,0.0,0.0,0.0,21.6,3.8,0.0,0.0,4.2,0.0,0.9199999999999999,0.0,1.0,243.6,51.8,0.0,0.0,0.5428571428571428,0.2333333333333333,0,백반·죽·국수,본그룹
ba_14692121,2025-07,0.8400000000000001,10,1.0,0.0,0.8,0.0,0.0,0.0,0.3,0.3,35.1,8.7,0.0,0.0,3.4,0.0,0.8400000000000001,0.0,1.0,185.3,41.1,0.0,0.0,0.32857142857142857,0.2,1,백반·죽·국수,본그룹
ba_14692121,2025-08,0.9,2,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,41.0,8.5,0.5,0.0,3.5,0.0,0.9,0.0,1.0,189.0,39.0,0.0,0.0,0.5,0.0,0,백반·죽·국수,본그룹
ba_14692121,2025-09,1.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.0,11.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,191.0,40.0,0.0,0.0,0.42857142857142855,0.3333333333333333,0,백반·죽·국수,본그룹
ba_14692146,2025-08,0.76,5,1.0,0.0,0.6,0.2,0.2,0.0,0.2,0.0,42.6,9.6,0.0,0.0,4.2,0.2,0.76,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,백반·죽·국수,본그룹
ba_14692146,2025-09,0.4571428571428572,7,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,31.428571428571427,6.857142857142857,0.0,0.42857142857142855,3.857142857142857,0.2857142857142857,0.6285714285714287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,백반·죽·국수,본그룹
ba_14692155,2025-07,0.7466666666666666,30,0.8666666666666667,0.0,0.7333333333333333,0.13333333333333333,0.26666666666666666,0.0,0.06666666666666667,0.0,33.3,7.333333333333333,0.9333333333333333,0.06666666666666667,4.033333333333333,0.13333333333333333,0.7466666666666666,0.06666666666666667,1.0,229.73333333333332,50.233333333333334,0.43333333333333335,0.43333333333333335,0.3809523809523809,0.23888888888888887,1,백반·죽·국수,본그룹
ba_14692155,2025-08,0.6810810810810809,37,0.9459459459459459,0.0,0.7297297297297297,0.02702702702702703,0.05405405405405406,0.0,0.1891891891891892,0.08108108108108109,32.08108108108108,7.162162162162162,0.6486486486486487,0.0,2.972972972972973,0.02702702702702703,0.681081081081081,0.02702702702702703,1.0,210.16216216216216,46.0,0.16216216216216217,0.16216216216216217,0.4478764478764478,0.21621621621621623,1,백반·죽·국수,본그룹
ba_14692155,2025-09,0.6,43,0.8372093023255814,0.023255813953488372,0.6511627906976745,0.046511627906976744,0.13953488372093023,0.0,0.09302325581395349,0.023255813953488372,40.69767441860465,9.023255813953488,0.5348837209302325,0.06976744186046512,2.4186046511627906,0.023255813953488372,0.6093023255813953,0.0,1.0,216.86046511627907,46.41860465116279,0.2558139534883721,0.2558139534883721,0.43853820598006643,0.20542635658914726,0,백반·죽·국수,본그룹
ba_14692164,2025-08,0.95,4,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,41.75,11.5,0.0,0.0,4.25,0.0,0.95,0.0,0.5,98.75,21.5,0.25,0.25,0.17857142857142855,0.08333333333333333,0,백반·죽·국수,본그룹
ba_14692164,2025-09,0.6666666666666666,3,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0,0.0,2.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,백반·죽·국수,본그룹
ba_14692164,2025-07,0.2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,32.0,0.0,0.0,1.0,0.0,0.2,0.0,1.0,201.0,46.0,0.0,0.0,0.0,0.0,1,백반·죽·국수,본그룹
ba_14692165,2025-07,0.5142857142857143,21,0.7142857142857143,0.0,0.47619047619047616,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,53.095238095238095,12.19047619047619,0.09523809523809523,0.2857142857142857,3.0952380952380953,0.14285714285714285,0.5142857142857143,0.14285714285714285,0.9523809523809523,231.0,51.666666666666664,0.047619047619047616,0.047619047619047616,0.4217687074829931,0.23809523809523808,1,백반·죽·국수,본그룹
ba_14692165,2025-08,0.6799999999999999,10,0.9,0.0,0.5,0.1,0.4,0.0,0.1,0.0,29.2,6.2,1.3,0.0,2.9,0.0,0.6799999999999999,0.0,1.0,161.8,34.6,0.1,0.1,0.4,0.13333333333333333,1,백반·죽·국수,본그룹
ba_14692165,2025-09,0.4666666666666666,3,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,14.333333333333334,2.6666666666666665,0.6666666666666666,0.0,1.6666666666666667,0.0,0.4666666666666666,0.0,1.0,155.66666666666666,32.666666666666664,0.0,0.0,0.42857142857142855,0.2222222222222222,0,백반·죽·국수,본그룹
ba_14692168,2025-07,0.6705882352941178,34,0.8529411764705882,0.029411764705882353,0.7941176470588235,0.11764705882352941,0.08823529411764706,0.0,0.29411764705882354,0.029411764705882353,65.6470588235294,15.205882352941176,0.11764705882352941,0.029411764705882353,3.4705882352941178,0.2647058823529412,0.7294117647058824,0.11764705882352941,0.9411764705882353,243.55882352941177,53.85294117647059,0.47058823529411764,0.47058823529411764,0.5252100840336135,0.3088235294117647,1,백반·죽·국수,본그룹
ba_14692168,2025-08,0.75,32,0.875,0.0,0.625,0.125,0.15625,0.0,0.125,0.0625,27.09375,6.0,0.375,0.03125,3.46875,0.0,0.75,0.0,0.96875,239.84375,51.125,0.65625,0.65625,0.6294642857142857,0.3125,1,백반·죽·국수,본그룹
ba_14692168,2025-09,0.7142857142857143,21,0.9047619047619048,0.0,0.8571428571428571,0.047619047619047616,0.19047619047619047,0.0,0.23809523809523808,0.047619047619047616,34.666666666666664,8.047619047619047,0.5714285714285714,0.0,3.6666666666666665,0.047619047619047616,0.7142857142857143,0.047619047619047616,0.7619047619047619,183.33333333333334,38.857142857142854,0.7142857142857143,0.7142857142857143,0.5170068027210885,0.23809523809523808,0,백반·죽·국수,본그룹
ba_14692178,2025-07,0.3666666666666667,6,0.5,0.0,0.5,0.0,0.3333333333333333,0.0,0.5,0.3333333333333333,67.0,15.166666666666666,0.6666666666666666,0.0,2.1666666666666665,0.3333333333333333,0.3666666666666667,0.3333333333333333,0.8333333333333334,194.66666666666666,42.0,0.0,0.0,0.38095238095238093,0.13888888888888887,0,백반·죽·국수,본그룹
ba_14692178,2025-08,0.3,2,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,26.0,6.5,0.0,0.0,1.0,0.0,0.3,0.0,0.5,48.5,8.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0,백반·죽·국수,본그룹
ba_14692185,2025-07,0.8235294117647058,17,0.9411764705882353,0.0,0.7058823529411765,0.17647058823529413,0.29411764705882354,0.0,0.47058823529411764,0.0,46.76470588235294,10.294117647058824,0.8235294117647058,0.0,3.411764705882353,0.17647058823529413,0.8235294117647058,0.058823529411764705,1.0,215.7058823529412,48.76470588235294,0.0,0.0,0.42857142857142855,0.2745098039215686,0,백반·죽·국수,본그룹
ba_14692185,2025-08,0.8,20,1.0,0.0,0.75,0.0,0.25,0.0,0.2,0.25,66.35,14.4,0.8,0.05,4.15,0.2,0.8,0.15,1.0,202.2,43.15,0.3,0.3,0.5428571428571428,0.19166666666666665,0,백반·죽·국수,본그룹
ba_14692185,2025-09,0.8,11,0.8181818181818182,0.0,0.8181818181818182,0.09090909090909091,0.0,0.0,0.18181818181818182,0.09090909090909091,61.72727272727273,13.909090909090908,0.6363636363636364,0.0,4.454545454545454,0.09090909090909091,0.8,0.09090909090909091,1.0,170.0,36.72727272727273,0.36363636363636365,0.36363636363636365,0.5194805194805195,0.2424242424242424,1,백반·죽·국수,본그룹
