growth_label_top30,rows,stores,avg_text_sentiment,positive_text_rate,negative_text_rate,taste_rate,portion_rate,delivery_rate,price_rate,service_rate,reorder_rate,review_length,token_count,positive_hit_count,negative_hit_count,mixed_sentiment_flag,has_reply,reply_template_score,reply_ai_like_score
0,3782,967,0.6708802272952493,0.8562068759496003,0.04003807947645724,0.7138176930567255,0.12752691897404772,0.14990292365205607,0.006976313180831546,0.17489468107582504,0.06436323258197041,39.22021338308359,8.467689176280773,3.2274893376549993,0.1801556291068297,0.10303516153379111,0.4908769798370828,0.16872049000210798,0.06506524139448444
1,2696,889,0.6830405380022903,0.8710300772055156,0.03096069987960738,0.715144515362619,0.1268386758849486,0.15639496348190957,0.009400228228990355,0.17046272411087804,0.07197569666603094,40.03872702640074,8.683645514586336,3.2038193171277696,0.1639130417976821,0.09845662454124963,0.5706786336929139,0.21299569013726039,0.08506037369264058
