platform_shop_id,year_month,review_id,rating,sentiment_score,positive_hits,negative_hits,review_length,token_count,exclamation_count,question_count,positive_hit_count,negative_hit_count,sentiment_abs,mixed_sentiment_flag,has_reply,reply_length,reply_token_count,reply_contains_coupon,reply_coupon_flag,reply_template_score,reply_ai_like_score,taste,portion,delivery,price,service,reorder,growth_label_top30,category,brand
ba_10015935,2025-07,ba_2025072802176249,5.0,1.0,맛|맛있|맛있어,,5,1,1,0,3,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,1,치킨,굽네치킨
ba_10015935,2025-07,ba_2025080102651906,5.0,0.8,맛|맛있|맛있게,아쉽,32,7,0,0,3,1,0.8,1,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,1,치킨,굽네치킨
ba_10015935,2025-08,ba_2025080402832930,5.0,1.0,맛|맛|맛있|맛있게|좋|좋,적,118,28,0,0,6,1,1.0,1,0,0,0,0,0,0.0,0.0,1,1,0,0,0,0,1,치킨,굽네치킨
ba_10015935,2025-08,ba_2025080602931305,5.0,0.0,,,15,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,치킨,굽네치킨
ba_10015935,2025-08,ba_2025080902033248,5.0,0.8,맛|맛있|잘 먹,아쉬,84,21,0,0,3,1,0.8,1,0,0,0,0,0,0.0,0.0,1,1,0,0,0,0,1,치킨,굽네치킨
ba_10015935,2025-08,ba_2025081500770243,5.0,1.0,맛|맛있|맛있네요|바삭,,26,6,0,0,4,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,1,치킨,굽네치킨
ba_10015935,2025-09,ba_2025092102694223,5.0,0.2,빠르,,13,4,0,0,1,0,0.2,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,1,치킨,굽네치킨
ba_10015935,2025-09,ba_2025092201646915,5.0,1.0,맛|맛있|맛있네요,,14,3,0,0,3,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,1,치킨,굽네치킨
ba_10015935,2025-09,ba_2025092401884049,4.0,0.0,,,6,1,0,1,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,치킨,굽네치킨
ba_10015935,2025-09,ba_2025092601584127,5.0,0.2,감사,,5,1,0,0,1,0,0.2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,1,치킨,굽네치킨
ba_10015935,2025-09,ba_2025092601723314,5.0,1.0,맛|맛있|맛있게|잘 먹,,38,10,3,0,4,0,1.0,0,0,0,0,0,0,0.0,0.0,1,1,0,0,0,0,1,치킨,굽네치킨
ba_10015935,2025-08,ba_2025082502764701,5.0,0.8,굿|굿,,7,2,0,0,2,0,0.8,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,0,0,0,0,0,0,1,치킨,굽네치킨
ba_10015935,2025-08,ba_2025082702932226,5.0,0.8,맛|좋|친절,,22,5,0,0,3,0,0.8,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,1,0,1,0,1,치킨,굽네치킨
ba_10015935,2025-08,ba_2025082803015413,5.0,1.0,맛|맛있|맛있게,,10,2,0,0,3,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,1,치킨,굽네치킨
ba_10015935,2025-09,ba_2025090902607187,5.0,1.0,맛|맛있|맛있어,,27,7,0,0,3,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,1,치킨,굽네치킨
ba_10015935,2025-09,ba_2025091002807866,5.0,1.0,맛|맛|맛있|맛있|맛있게,,32,8,0,0,5,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,1,치킨,굽네치킨
ba_10016162,2025-07,ba_2025072501781452,5.0,1.0,맛|맛|맛있|맛있|맛있어|맛있어|맛있어요|맛있어요,,64,14,0,1,8,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,1,치킨,굽네치킨
ba_10016162,2025-07,ba_2025072603068058,5.0,1.0,맛|맛있|맛있게|잘 먹,,26,7,0,0,4,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,1,치킨,굽네치킨
ba_10016162,2025-07,ba_2025072602754702,4.0,0.4,잘먹,,6,1,0,0,1,0,0.4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,치킨,굽네치킨
ba_10016162,2025-07,ba_2025072702169421,5.0,0.2,맛,,53,15,0,0,1,0,0.2,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,1,치킨,굽네치킨
ba_10016162,2025-07,ba_2025072802301062,5.0,0.0,,,8,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,치킨,굽네치킨
ba_10016162,2025-07,ba_2025072801723918,5.0,0.6,맛|굿,,17,4,0,0,2,0,0.6,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,1,치킨,굽네치킨
ba_10016162,2025-07,ba_2025072800090749,5.0,1.0,맛|맛있|맛있어|맛있어요,,6,1,0,0,4,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,1,치킨,굽네치킨
ba_10016162,2025-07,ba_2025073001898687,5.0,1.0,맛|맛있|맛있어|맛있어요,짜,11,2,0,0,4,1,1.0,1,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,1,치킨,굽네치킨
ba_10016162,2025-08,ba_2025080502735056,5.0,1.0,맛|맛|맛있|맛있|맛있게|빠르|감사|감사|감사|감사,타,151,27,3,0,10,1,1.0,1,0,0,0,0,0,0.0,0.0,1,0,1,0,1,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025080602728578,5.0,0.0,맛,짜,15,4,0,0,1,1,0.0,1,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025080602713863,5.0,0.2,맛,,9,2,0,0,1,0,0.2,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025080802972794,5.0,1.0,맛|맛있|맛있어|맛있어요|빠르,,13,3,0,0,5,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,1,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025080802773896,5.0,1.0,맛|맛있|맛있게|잘 먹,,14,3,0,0,4,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025080800980053,5.0,1.0,맛|맛있|맛있어|맛있어요,,10,2,0,0,4,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025080902768732,5.0,0.0,,,5,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025081002949733,5.0,0.6,최고,,7,2,0,0,1,0,0.6,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025081100103312,5.0,1.0,맛|맛|맛있|좋|좋,,61,14,0,0,5,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025081202487431,5.0,1.0,맛|맛있|맛있네요|잘먹,,32,6,2,0,4,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025081702118027,5.0,1.0,맛|맛있|맛있게|잘먹,,16,3,1,0,4,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025081700584226,5.0,1.0,맛|맛|맛있|맛있|맛있게|맛있네요|잘 먹,,35,8,0,0,7,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025081803030853,5.0,0.8,맛|맛있|빠르,,64,16,1,0,3,0,0.8,0,0,0,0,0,0,0.0,0.0,1,0,1,0,0,1,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025081802750421,5.0,1.0,맛|맛있|맛있어|맛있어요,,7,2,0,0,4,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025081802681931,4.0,1.0,맛|맛있|맛있네요|좋|좋아요|굿,적,22,5,0,0,6,1,1.0,1,0,0,0,0,0,0.0,0.0,1,1,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025081802513313,5.0,1.0,맛|맛|맛있|맛있|맛있어|맛있어,,55,13,0,0,6,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,1,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025081902834721,5.0,1.0,맛|맛있|최고,,36,8,0,0,3,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025081900125227,5.0,1.0,맛|맛있|맛있어,,6,1,0,0,3,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025090103141001,5.0,0.0,,,26,7,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025090100878419,5.0,1.0,맛|맛있|맛있어|맛있어요,,6,2,0,0,4,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025090502838094,5.0,1.0,맛|맛있|맛있어|맛있어요,,6,1,0,0,4,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025091102861368,3.0,0.6,맛|맛|맛,,47,10,0,0,3,0,0.6,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025091202358127,2.0,-0.2,빠르|빠르,실망,46,12,0,0,2,1,0.2,1,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025091402532579,4.0,1.0,맛|맛있|맛있어|맛있어요,,5,1,0,0,4,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025092602750875,5.0,0.6,맛|맛있,,12,3,0,0,2,0,0.6,0,0,0,0,0,0,0.0,0.0,1,0,1,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025092701915076,5.0,1.0,맛|맛있|맛있네요|좋,,31,6,0,0,4,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025092702765084,5.0,1.0,맛|맛있|맛있게|감사|잘 먹,,35,8,0,0,5,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,1,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025082101235970,5.0,0.4,맛|맛있,짜,16,3,1,0,2,1,0.4,1,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025082201641522,5.0,0.4,잘먹,,7,1,1,0,1,0,0.4,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,0,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025082302657650,5.0,1.0,맛|맛있|맛있게|잘먹,,10,2,0,0,4,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025082403054341,5.0,1.0,맛|맛있|맛있어|맛있어요,,8,2,0,0,4,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025082402932442,5.0,0.2,맛,,6,1,0,0,1,0,0.2,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025082401593237,4.0,0.0,좋|좋았,늦|식었,28,8,0,0,2,2,0.0,1,1,223,48,1,1,0.2857142857142857,0.16666666666666666,0,0,1,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025082600678729,5.0,1.0,맛|맛있|맛있게|잘 먹,,13,3,2,0,4,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025082702536522,5.0,0.6,맛|맛있,,26,6,2,0,2,0,0.6,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025082802797144,5.0,1.0,맛|맛|맛있|맛있|맛있어|맛있어요|맛있네요,,68,15,0,0,7,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025083002805127,5.0,1.0,맛|맛있|맛있게|잘먹,,13,2,0,0,4,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025083102797906,5.0,0.0,,,7,1,1,0,0,0,0.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,0,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-08,ba_2025083100088819,5.0,0.6,잘먹|따뜻,,13,2,1,0,2,0,0.6,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,0,0,1,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025090203102424,5.0,1.0,맛|최고|푸짐,,19,2,0,0,3,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,1,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025090202544058,5.0,0.6,맛|맛있,,19,4,0,0,2,0,0.6,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025090200005301,5.0,0.8,맛|맛있|따뜻,,19,4,0,0,3,0,0.8,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,1,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025090402807298,5.0,1.0,맛|맛있|맛있게|잘먹,,10,2,0,0,4,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025090402413970,5.0,1.0,맛|맛있|맛있어|맛있어요|최고,,16,3,3,0,5,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025090400685486,5.0,1.0,맛|맛있|맛있어|맛있어요,,6,2,1,0,4,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025090400003050,5.0,1.0,맛|맛있|맛있게|잘 먹,,25,6,0,0,4,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025090702683383,5.0,0.6,맛|맛있,,10,3,2,0,2,0,0.6,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025090802049640,5.0,1.0,맛|맛있|맛있게|잘 먹,,12,3,1,0,4,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025090801529513,5.0,1.0,맛|맛있|맛있게,,14,3,0,0,3,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025090800931853,5.0,1.0,맛|맛있|맛있어,,5,1,1,0,3,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025090902563914,5.0,1.0,맛|맛있|맛있어|맛있어요,,5,1,0,0,4,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025090902514763,5.0,1.0,맛|맛|맛있|좋|좋았,,59,11,0,0,5,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025090902088069,5.0,0.8,맛|맛|잘먹,,27,5,0,0,3,0,0.8,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025091002582478,5.0,1.0,맛|맛있|맛있어|맛있어요,,28,6,1,0,4,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025091202214680,5.0,1.0,맛|맛|맛있|맛있|맛있게|맛있게|잘 먹,,43,10,1,0,7,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025091403139855,5.0,1.0,맛|맛있|맛있게|잘먹,,10,2,0,0,4,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025091403137342,5.0,1.0,맛|맛있|맛있게|잘 먹,,13,3,2,0,4,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025091402565261,5.0,0.6,좋|좋|자주,,30,7,0,0,3,0,0.6,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,0,0,0,0,0,1,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025091402408072,5.0,0.4,맛|맛,,32,5,2,0,2,0,0.4,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025091401657755,5.0,0.2,감사,,5,1,0,0,1,0,0.2,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,0,0,0,0,1,0,0,치킨,굽네치킨
ba_10016162,2025-09,ba_2025091600141015,5.0,1.0,맛|맛있|맛있어|맛있어요,,8,1,0,0,4,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10019194,2025-07,ba_2025072802077674,5.0,1.0,맛|맛있|맛있게|잘먹,,13,2,0,0,4,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10019194,2025-07,ba_2025073102539129,5.0,0.2,맛,,12,2,3,0,1,0,0.2,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10019194,2025-08,ba_2025080802231661,5.0,1.0,맛|맛있|맛있게|잘 먹,,13,4,1,0,4,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10019194,2025-08,ba_2025081102804788,5.0,0.4,굿,,16,1,0,0,1,0,0.4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,치킨,굽네치킨
ba_10019194,2025-08,ba_2025082303196252,4.0,1.0,맛|맛있|맛있어|맛있어요|감사,,20,4,0,0,5,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,1,0,0,치킨,굽네치킨
ba_10019194,2025-09,ba_2025091702658759,5.0,1.0,맛|맛있|맛있어|맛있어요,,17,3,0,0,4,0,1.0,0,1,227,54,0,0,0.14285714285714285,0.16666666666666666,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10019807,2025-07,ba_2025072602690052,5.0,1.0,맛|맛|맛있|맛있|맛있어|맛있어요,,43,8,0,0,6,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10019807,2025-07,ba_2025073100887968,5.0,1.0,맛|맛있|빠르|잘먹,,27,6,0,0,4,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,1,0,0,0,0,치킨,굽네치킨
ba_10019807,2025-07,ba_2025080101308732,5.0,1.0,맛|맛있|맛있어,,5,1,0,0,3,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10019807,2025-08,ba_2025080202304616,4.0,0.6,감사|잘먹,,18,3,0,0,2,0,0.6,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,치킨,굽네치킨
ba_10019807,2025-08,ba_2025080402709069,5.0,1.0,맛|맛있|맛있게|잘먹,,15,3,0,0,4,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10019807,2025-08,ba_2025080601322054,5.0,1.0,맛|맛있|맛있게|잘먹,,10,2,0,0,4,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10019807,2025-08,ba_2025081002088881,5.0,0.0,,,7,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,치킨,굽네치킨
ba_10019807,2025-08,ba_2025081102971002,4.0,0.0,,,13,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,치킨,굽네치킨
ba_10019807,2025-08,ba_2025081602637987,5.0,1.0,맛|맛있|맛있게|좋|좋았|감사|잘 먹,,65,13,0,0,7,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,1,0,1,0,0,치킨,굽네치킨
ba_10019807,2025-08,ba_2025082002518765,5.0,1.0,맛|맛있|맛있게|잘먹,,9,1,0,0,4,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10019807,2025-08,ba_2025082503014855,5.0,0.2,좋,,35,7,0,0,1,0,0.2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,치킨,굽네치킨
ba_10019807,2025-08,ba_2025082503014382,5.0,1.0,맛|맛있|맛있어,,5,1,0,0,3,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10019807,2025-08,ba_2025082801388636,4.0,1.0,맛|맛있|맛있게,,29,6,0,0,3,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10019807,2025-08,ba_2025090102579735,5.0,1.0,맛|맛있|맛있게|잘먹,,10,2,0,0,4,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10019807,2025-09,ba_2025090602444608,4.0,-0.2,좋|잘먹,아쉽|누락,258,56,0,0,2,2,0.2,1,0,0,0,0,0,0.0,0.0,0,1,1,0,1,0,0,치킨,굽네치킨
ba_10019807,2025-09,ba_2025090802304916,5.0,0.0,,,15,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,치킨,굽네치킨
ba_10019807,2025-09,ba_2025091002860717,5.0,0.0,,,6,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,치킨,굽네치킨
ba_10019807,2025-09,ba_2025091101681488,5.0,1.0,맛|맛있|맛있게|잘 먹,,11,3,0,0,4,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10019807,2025-09,ba_2025091101430699,5.0,0.6,맛|맛있,,11,1,0,0,2,0,0.6,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10019807,2025-09,ba_2025091301685318,5.0,0.8,맛|맛|맛있,,44,10,0,0,3,0,0.8,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10019807,2025-09,ba_2025091502741722,5.0,0.6,맛|맛있,,55,11,1,0,2,0,0.6,0,0,0,0,0,0,0.0,0.0,1,1,0,0,0,0,0,치킨,굽네치킨
ba_10019807,2025-09,ba_2025092003022055,5.0,1.0,맛|맛|맛있|맛있|맛있어|맛있어요,,19,3,0,0,6,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10019807,2025-09,ba_2025092102544933,5.0,0.4,잘먹,,6,1,0,0,1,0,0.4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,치킨,굽네치킨
ba_10019807,2025-09,ba_2025092900926309,5.0,0.4,잘먹,,7,2,0,0,1,0,0.4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,치킨,굽네치킨
ba_10019807,2025-09,ba_2025092902998603,5.0,0.2,맛,,16,3,0,0,1,0,0.2,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10019807,2025-08,ba_2025082602962680,1.0,0.0,,,50,11,0,0,0,0,0.0,0,1,277,62,1,1,0.42857142857142855,0.3333333333333333,0,0,1,0,0,0,0,치킨,굽네치킨
ba_10020109,2025-07,ba_2025072702661373,5.0,0.8,맛|맛있|바삭,,63,16,0,0,3,0,0.8,0,0,0,0,0,0,0.0,0.0,1,1,1,0,0,0,0,치킨,굽네치킨
ba_10020109,2025-07,ba_2025072802987101,5.0,1.0,맛|맛있|맛있네요,,16,4,0,0,3,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,1,0,치킨,굽네치킨
ba_10020109,2025-07,ba_2025072900003397,5.0,0.2,맛,,17,4,0,0,1,0,0.2,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10020109,2025-07,ba_2025073102473098,5.0,1.0,맛|맛있|맛있어|맛있어요|빠르,,18,5,0,0,5,0,1.0,0,0,0,0,0,0,0.0,0.0,1,1,1,0,0,0,0,치킨,굽네치킨
ba_10020109,2025-07,ba_2025080102642523,5.0,1.0,맛|맛있|맛있어|맛있어요,,12,3,1,0,4,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10020109,2025-08,ba_2025080203212267,5.0,1.0,맛|맛있|맛있게|잘 먹,,14,4,0,0,4,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10020109,2025-08,ba_2025080402686926,5.0,0.6,맛|맛있,,10,2,0,0,2,0,0.6,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10020109,2025-08,ba_2025080502708313,5.0,0.2,감사,,5,1,0,0,1,0,0.2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,치킨,굽네치킨
ba_10020109,2025-08,ba_2025080500007466,5.0,0.2,맛|맛,짜,65,15,6,0,2,1,0.2,1,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
ba_10020109,2025-08,ba_2025080603131427,5.0,1.0,맛|맛있|맛있어|맛있어요|좋,,15,3,0,0,5,0,1.0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,치킨,굽네치킨
