platform_shop_id,year_month,has_reply,reply_length,reply_token_count,reply_contains_coupon,reply_coupon_flag,reply_template_score,reply_ai_like_score,growth_label_top30,category,brand
ba_14728839,2025-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,치킨,굽네치킨
ba_14728839,2025-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,치킨,굽네치킨
ba_14729038,2025-09,0.8,265.8,58.8,0.4,0.4,0.2857142857142857,0.13333333333333333,0,치킨,굽네치킨
ba_14729038,2025-08,1.0,410.8333333333333,90.66666666666667,0.8333333333333334,0.8333333333333334,0.5,0.19444444444444442,1,치킨,굽네치킨
ba_14729159,2025-07,1.0,135.76388888888889,28.208333333333332,0.09722222222222222,0.09722222222222222,0.16567460317460314,0.1076388888888889,1,치킨,굽네치킨
ba_14729159,2025-08,1.0,132.9027027027027,27.45945945945946,0.05405405405405406,0.05405405405405406,0.183011583011583,0.1099099099099099,1,치킨,굽네치킨
ba_14729159,2025-09,1.0,130.11144578313252,26.710843373493976,0.03614457831325301,0.03614457831325301,0.1940619621342513,0.10893574297188754,1,치킨,굽네치킨
ba_14729784,2025-07,0.4,53.57142857142857,10.2,0.0,0.0,0.16734693877551018,0.03809523809523809,0,치킨,굽네치킨
ba_14729784,2025-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,치킨,굽네치킨
ba_14729784,2025-09,1.0,161.5151515151515,35.09090909090909,0.15151515151515152,0.15151515151515152,0.35064935064935066,0.1313131313131313,1,치킨,굽네치킨
ba_14729971,2025-07,0.07407407407407407,4.666666666666667,0.9629629629629629,0.0,0.0,0.010582010582010581,0.012345679012345678,0,치킨,굽네치킨
ba_14729971,2025-08,0.4444444444444444,99.33333333333333,23.0,0.1111111111111111,0.1111111111111111,0.09523809523809523,0.09259259259259259,0,치킨,굽네치킨
ba_14729971,2025-09,0.6363636363636364,141.9090909090909,33.45454545454545,0.09090909090909091,0.09090909090909091,0.11688311688311687,0.1212121212121212,1,치킨,굽네치킨
ba_14730328,2025-08,1.0,154.0,28.0,0.0,0.0,0.5714285714285714,0.3333333333333333,1,백반·죽·국수,본그룹
ba_14730330,2025-08,1.0,216.0,48.0,1.0,1.0,0.2857142857142857,0.16666666666666666,1,백반·죽·국수,본그룹
ba_14730330,2025-09,1.0,105.5625,23.25,0.0,0.0,0.29464285714285715,0.010416666666666666,1,백반·죽·국수,본그룹
ba_14731363,2025-08,1.0,165.0,35.75,0.0,0.0,0.10714285714285714,0.16666666666666666,0,백반·죽·국수,본그룹
ba_14731363,2025-09,1.0,201.33333333333334,44.666666666666664,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.16666666666666666,0,백반·죽·국수,본그룹
ba_14732026,2025-09,1.0,187.38690476190476,39.55654761904762,0.011904761904761904,0.011904761904761904,0.2572278911564626,0.07539682539682539,0,치킨,굽네치킨
ba_14732026,2025-08,1.0,172.14973262032086,34.75935828877005,0.016042780748663103,0.016042780748663103,0.280366692131398,0.0035650623885918,1,치킨,굽네치킨
ba_14732355,2025-07,0.25,54.5,11.5,0.0,0.0,0.14285714285714285,0.08333333333333333,1,백반·죽·국수,본그룹
ba_14732355,2025-08,0.8333333333333334,167.25,35.666666666666664,0.16666666666666666,0.16666666666666666,0.44047619047619047,0.23611111111111108,1,백반·죽·국수,본그룹
ba_14732355,2025-09,1.0,176.33333333333334,38.46666666666667,0.06666666666666667,0.06666666666666667,0.3904761904761905,0.15555555555555553,0,백반·죽·국수,본그룹
ba_14732602,2025-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,치킨,굽네치킨
ba_14732602,2025-08,0.16666666666666666,37.833333333333336,9.0,0.0,0.0,0.023809523809523808,0.027777777777777776,0,치킨,굽네치킨
ba_14732602,2025-09,1.0,227.0,54.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0,치킨,굽네치킨
ba_14733665,2025-08,0.2,15.0,3.2,0.0,0.0,0.05714285714285714,0.0,0,치킨,굽네치킨
ba_14733665,2025-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,치킨,굽네치킨
ba_14733665,2025-07,1.0,55.1,9.2,0.0,0.0,0.14285714285714285,0.0,0,치킨,굽네치킨
ba_14735216,2025-07,0.9714285714285714,222.97142857142856,49.82857142857143,0.08571428571428572,0.08571428571428572,0.49387755102040815,0.2571428571428571,1,백반·죽·국수,본그룹
ba_14735216,2025-08,0.8888888888888888,193.94444444444446,41.77777777777778,0.2777777777777778,0.2777777777777778,0.45238095238095233,0.21296296296296294,1,백반·죽·국수,본그룹
ba_14735216,2025-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,백반·죽·국수,본그룹
ba_14735878,2025-08,1.0,189.8181818181818,41.0,0.36363636363636365,0.36363636363636365,0.5064935064935064,0.18181818181818182,1,백반·죽·국수,본그룹
ba_14735878,2025-09,1.0,217.5,46.416666666666664,0.16666666666666666,0.16666666666666666,0.5476190476190476,0.25,1,백반·죽·국수,본그룹
ba_14736681,2025-07,1.0,264.125,58.25,0.125,0.125,0.46428571428571425,0.1875,1,백반·죽·국수,본그룹
ba_14736681,2025-08,1.0,281.6666666666667,60.333333333333336,0.0,0.0,0.2857142857142857,0.1111111111111111,0,백반·죽·국수,본그룹
ba_14736681,2025-09,1.0,179.0,38.0,0.0,0.0,0.5714285714285714,0.16666666666666666,0,백반·죽·국수,본그룹
ba_14736683,2025-07,1.0,264.94736842105266,58.36842105263158,0.0,0.0,0.3458646616541353,0.20614035087719298,1,백반·죽·국수,본그룹
ba_14736683,2025-08,1.0,276.225,59.25,0.125,0.125,0.4678571428571428,0.18333333333333332,1,백반·죽·국수,본그룹
ba_14736683,2025-09,1.0,252.52,53.12,0.28,0.28,0.4857142857142857,0.2,0,백반·죽·국수,본그룹
ba_14736722,2025-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,치킨,굽네치킨
ba_14736722,2025-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,치킨,굽네치킨
ba_14736722,2025-09,1.0,196.71428571428572,44.857142857142854,0.0,0.0,0.22448979591836735,0.16666666666666666,0,치킨,굽네치킨
