scenario,scenario_label,platform_shop_id,shop_name,brand,category,sido,sigungu,score,grade
official_current,현재 공식 가중치,ba_10497667,굽네치킨 온의퇴계점,굽네치킨,치킨,강원특별자치도,춘천시,63.0996,C
official_current,현재 공식 가중치,ba_14688707,본죽 명학역점,본그룹,백반·죽·국수,경기도,안양시,63.0123,C
official_current,현재 공식 가중치,ba_14525069,굽네치킨 다산중앙점,굽네치킨,치킨,경기도,남양주시,63.0017,C
official_current,현재 공식 가중치,ba_14691084,본죽&비빔밥 대전죽동점,본그룹,백반·죽·국수,대전광역시,유성구,62.9137,C
official_current,현재 공식 가중치,ba_10706208,굽네치킨 부산우동점,굽네치킨,치킨,부산광역시,해운대구,62.8333,C
official_current,현재 공식 가중치,ba_14663126,굽네치킨 통영죽림점,굽네치킨,치킨,경상남도,통영시,62.8219,C
official_current,현재 공식 가중치,ba_14700213,본죽&비빔밥 김포마산점,본그룹,백반·죽·국수,경기도,김포시,62.7947,C
official_current,현재 공식 가중치,ba_14688982,본죽&비빔밥 군포당정동점,본그룹,백반·죽·국수,경기도,군포시,62.7934,C
official_current,현재 공식 가중치,ba_14548743,굽네치킨 다산가운지금점,굽네치킨,치킨,경기도,남양주시,62.7761,C
official_current,현재 공식 가중치,ba_13233554,본죽 대구서재점,본그룹,백반·죽·국수,대구광역시,달성군,62.7417,C
official_current,현재 공식 가중치,ba_14691908,본죽&비빔밥 부경대경성대점,본그룹,백반·죽·국수,부산광역시,남구,62.7307,C
official_current,현재 공식 가중치,ba_14688196,본죽 홍제점,본그룹,백반·죽·국수,서울특별시,서대문구,62.7220,C
official_current,현재 공식 가중치,ba_13230921,본죽&비빔밥 문래홈플러스점,본그룹,백반·죽·국수,서울특별시,영등포구,62.7051,C
official_current,현재 공식 가중치,ba_13228453,본죽&비빔밥 부산명지국제중앙점,본그룹,백반·죽·국수,부산광역시,강서구,62.6910,C
official_current,현재 공식 가중치,ba_14689441,본죽&비빔밥 이천마장점,본그룹,백반·죽·국수,경기도,이천시,62.6247,C
official_current,현재 공식 가중치,ba_14690050,본죽&비빔밥 검단파라곤센트럴점,본그룹,백반·죽·국수,인천광역시,서구,62.5956,C
official_current,현재 공식 가중치,ba_13233688,본죽 대구세천점,본그룹,백반·죽·국수,대구광역시,달성군,62.5790,C
official_current,현재 공식 가중치,ba_14799629,굽네치킨 수원신동점,굽네치킨,치킨,경기도,수원시,62.5683,C
official_current,현재 공식 가중치,ba_13596730,굽네치킨 대구혁신점,굽네치킨,치킨,대구광역시,동구,62.5046,C
official_current,현재 공식 가중치,ba_10597203,굽네치킨 광주상무점,굽네치킨,치킨,광주광역시,서구,62.4628,C
official_current,현재 공식 가중치,ba_13223538,본죽&비빔밥 인천신포동점,본그룹,백반·죽·국수,인천광역시,중구,62.4480,C
official_current,현재 공식 가중치,ba_10774000,굽네치킨 울산삼산점,굽네치킨,치킨,울산광역시,남구,62.4408,C
official_current,현재 공식 가중치,ba_14687322,본죽&비빔밥 구의시장점,본그룹,백반·죽·국수,서울특별시,광진구,62.4189,C
official_current,현재 공식 가중치,ba_14629918,굽네치킨 양지동점,굽네치킨,치킨,경기도,성남시,62.4029,C
official_current,현재 공식 가중치,ba_14772060,굽네치킨&피자 천호1동점,굽네치킨,치킨,서울특별시,강동구,62.3771,C
official_current,현재 공식 가중치,ba_13233212,본죽 통영점,본그룹,백반·죽·국수,경상남도,통영시,62.3391,C
official_current,현재 공식 가중치,ba_13234188,본죽&비빔밥 경산중산점,본그룹,백반·죽·국수,경상북도,경산시,62.3091,C
official_current,현재 공식 가중치,ba_14360458,본죽&비빔밥 충북오송점,본그룹,백반·죽·국수,충청북도,청주시,62.2970,C
official_current,현재 공식 가중치,ba_14780115,굽네치킨&피자 부사문창점,굽네치킨,치킨,대전광역시,중구,62.2736,C
official_current,현재 공식 가중치,ba_13928548,굽네치킨&피자 성남용전점,굽네치킨,치킨,대전광역시,동구,62.2371,C
official_current,현재 공식 가중치,ba_14689545,본죽&비빔밥 파주야당역점,본그룹,백반·죽·국수,경기도,파주시,62.1972,C
official_current,현재 공식 가중치,ba_14688751,본죽&비빔밥 여의도역점,본그룹,백반·죽·국수,서울특별시,영등포구,62.1183,C
official_current,현재 공식 가중치,ba_14692212,본죽&비빔밥 세종대평점,본그룹,백반·죽·국수,세종특별자치시,한누리대로,62.0215,C
official_current,현재 공식 가중치,ba_14789844,굽네치킨 부산우2동점,굽네치킨,치킨,부산광역시,해운대구,61.9702,C
official_current,현재 공식 가중치,ba_14256619,본죽&비빔밥 비산사거리점,본그룹,백반·죽·국수,경기도,안양시,61.9567,C
official_current,현재 공식 가중치,ba_14691791,본죽 부산숙등역부민병원점,본그룹,백반·죽·국수,부산광역시,북구,61.9601,C
official_current,현재 공식 가중치,ba_14688765,본죽&비빔밥 영등포시장역점,본그룹,백반·죽·국수,서울특별시,영등포구,61.9265,C
official_current,현재 공식 가중치,ba_10759478,굽네치킨 남목점,굽네치킨,치킨,울산광역시,동구,61.9090,C
official_current,현재 공식 가중치,ba_14456826,본죽&비빔밥 청주오송파라곤점,본그룹,백반·죽·국수,충청북도,청주시,61.8958,C
official_current,현재 공식 가중치,ba_14653291,굽네피자 울산중앙점,굽네치킨,피자,울산광역시,중구,61.8376,C
official_current,현재 공식 가중치,ba_14541579,굽네치킨 킨텍스호수공원점,굽네치킨,치킨,경기도,고양시,61.8121,C
official_current,현재 공식 가중치,ba_14228480,굽네치킨 중곡1동점,굽네치킨,치킨,서울특별시,광진구,61.7501,C
official_current,현재 공식 가중치,ba_13231795,본죽&비빔밥 인천간석남부역점,본그룹,백반·죽·국수,인천광역시,남동구,61.7094,C
official_current,현재 공식 가중치,ba_13539979,본죽&비빔밥 대전신탄점,본그룹,백반·죽·국수,대전광역시,대덕구,61.5697,C
official_current,현재 공식 가중치,ba_10040679,굽네치킨 칠암망경점,굽네치킨,치킨,경상남도,진주시,61.5357,C
official_current,현재 공식 가중치,ba_13227543,본죽&비빔밥 부경대경성대점,본그룹,백반·죽·국수,부산광역시,남구,61.5041,C
official_current,현재 공식 가중치,ba_13237700,본죽&비빔밥 김해내외동점,본그룹,백반·죽·국수,경상남도,김해시,61.4779,C
official_current,현재 공식 가중치,ba_13236584,본죽 군포당동점,본그룹,백반·죽·국수,경기도,군포시,61.4426,C
official_current,현재 공식 가중치,ba_14775877,굽네치킨&피자 세종아름점,굽네치킨,치킨,세종특별자치시,세종로,61.4174,C
official_current,현재 공식 가중치,ba_14743271,본죽&비빔밥 안양석수점,본그룹,백반·죽·국수,경기도,안양시,61.4065,C
official_current,현재 공식 가중치,ba_14788494,굽네치킨 경화태백점,굽네치킨,치킨,경상남도,창원시,61.3969,C
official_current,현재 공식 가중치,ba_14687327,본죽&비빔밥 시흥사거리점,본그룹,백반·죽·국수,서울특별시,금천구,61.3799,C
official_current,현재 공식 가중치,ba_14249433,굽네치킨 부산하단점,굽네치킨,치킨,부산광역시,사하구,61.3071,C
official_current,현재 공식 가중치,ba_14336642,굽네치킨&피자 상대원점,굽네치킨,치킨,경기도,성남시,61.3030,C
official_current,현재 공식 가중치,ba_14783596,굽네치킨 사상역점,굽네치킨,치킨,부산광역시,사상구,61.2431,C
official_current,현재 공식 가중치,ba_13231958,본죽 송도센트럴파크점,본그룹,백반·죽·국수,인천광역시,연수구,61.2026,C
official_current,현재 공식 가중치,ba_14773140,굽네치킨 효자중화산1호점,굽네치킨,치킨,전북특별자치도,전주시,61.2029,C
official_current,현재 공식 가중치,ba_10469515,굽네치킨&피자 성서계명대점,굽네치킨,치킨,대구광역시,달서구,61.1658,C
official_current,현재 공식 가중치,ba_14695290,본죽&비빔밥 용산센트럴점,본그룹,백반·죽·국수,서울특별시,용산구,61.1639,C
official_current,현재 공식 가중치,ba_14773135,본죽&비빔밥 용인보라점,본그룹,백반·죽·국수,경기도,용인시,61.0561,C
official_current,현재 공식 가중치,ba_10872945,굽네치킨 대구대현점,굽네치킨,치킨,대구광역시,북구,61.0545,C
official_current,현재 공식 가중치,ba_14783137,굽네치킨 포천이동점,굽네치킨,치킨,경기도,포천시,60.9781,C
official_current,현재 공식 가중치,ba_14688182,본죽 수내푸른마을점,본그룹,백반·죽·국수,경기도,성남시,60.8955,C
official_current,현재 공식 가중치,ba_14782170,굽네치킨 수산점,굽네치킨,치킨,경상남도,밀양시,60.8674,C
official_current,현재 공식 가중치,ba_14528412,굽네피자 봉동점,굽네치킨,피자,전북특별자치도,완주군,60.8346,C
official_current,현재 공식 가중치,ba_14739815,굽네치킨&피자 신창신가점,굽네치킨,치킨,광주광역시,광산구,60.8189,C
official_current,현재 공식 가중치,ba_13973901,굽네피자 강원횡성점,굽네치킨,피자,강원특별자치도,횡성군,60.7927,C
official_current,현재 공식 가중치,ba_14782523,굽네치킨&피자 동부산오시리아점,굽네치킨,치킨,부산광역시,기장군,60.7622,C
official_current,현재 공식 가중치,ba_14689454,본죽&비빔밥 광교아브뉴프랑점,본그룹,백반·죽·국수,경기도,수원시,60.6664,C
official_current,현재 공식 가중치,ba_14692459,본죽&비빔밥 천안불당점,본그룹,백반·죽·국수,충청남도,천안시,60.6519,C
official_current,현재 공식 가중치,ba_14736681,본죽&비빔밥 신림녹두거리점,본그룹,백반·죽·국수,서울특별시,관악구,60.6294,C
official_current,현재 공식 가중치,ba_14767932,본죽&비빔밥 신중동점,본그룹,백반·죽·국수,경기도,부천시,60.5655,C
official_current,현재 공식 가중치,ba_13451078,본죽&비빔밥 김포신곡점,본그룹,백반·죽·국수,경기도,김포시,60.5451,C
official_current,현재 공식 가중치,ba_14689472,본죽&비빔밥 수원율전점,본그룹,백반·죽·국수,경기도,수원시,60.5250,C
official_current,현재 공식 가중치,ba_14593720,굽네치킨&피자 무주읍점,굽네치킨,치킨,전북특별자치도,무주군,60.4625,C
official_current,현재 공식 가중치,ba_13313413,굽네치킨&피자 대전도마점,굽네치킨,치킨,대전광역시,서구,60.4621,C
official_current,현재 공식 가중치,ba_10022124,굽네치킨 삼산2동점,굽네치킨,치킨,인천광역시,부평구,60.4384,C
official_current,현재 공식 가중치,ba_13223711,본죽&비빔밥 중앙대점,본그룹,백반·죽·국수,서울특별시,동작구,60.3791,C
official_current,현재 공식 가중치,ba_13233457,본죽&비빔밥 대구용산장기점,본그룹,백반·죽·국수,대구광역시,달서구,60.3722,C
official_current,현재 공식 가중치,ba_14782607,굽네치킨 경산중방점,굽네치킨,치킨,경상북도,경산시,60.3182,C
official_current,현재 공식 가중치,ba_14782074,굽네치킨 관음점,굽네치킨,치킨,대구광역시,북구,60.3240,C
official_current,현재 공식 가중치,ba_14578524,굽네치킨 세천점,굽네치킨,치킨,대구광역시,달성군,60.2263,C
official_current,현재 공식 가중치,ba_14458025,굽네치킨 울산공업탑점,굽네치킨,치킨,울산광역시,남구,60.1663,C
official_current,현재 공식 가중치,ba_14791302,굽네치킨 초읍점,굽네치킨,치킨,부산광역시,부산진구,60.1575,C
official_current,현재 공식 가중치,ba_14625157,굽네치킨 금촌점,굽네치킨,치킨,경기도,파주시,60.0871,C
official_current,현재 공식 가중치,ba_14248059,굽네치킨 은행선화점,굽네치킨,치킨,대전광역시,중구,60.0526,C
official_current,현재 공식 가중치,ba_13769748,굽네치킨 괴산점,굽네치킨,치킨,충청북도,괴산군,59.9431,C
official_current,현재 공식 가중치,ba_14691949,본죽&비빔밥 부산범일점,본그룹,백반·죽·국수,부산광역시,동구,59.8361,C
official_current,현재 공식 가중치,ba_14721018,굽네치킨&피자 대구서재점,굽네치킨,치킨,대구광역시,달성군,59.8235,C
official_current,현재 공식 가중치,ba_14691172,본죽 대구산격점,본그룹,백반·죽·국수,대구광역시,북구,59.8051,C
official_current,현재 공식 가중치,ba_14692551,본죽&비빔밥 당산점,본그룹,백반·죽·국수,서울특별시,영등포구,59.7481,C
official_current,현재 공식 가중치,ba_13504506,본죽&비빔밥 세종반곡점,본그룹,백반·죽·국수,세종특별자치시,한누리대로,59.6955,C
official_current,현재 공식 가중치,ba_10432360,굽네치킨 영주휴천점,굽네치킨,치킨,경상북도,영주시,59.6602,C
official_current,현재 공식 가중치,ba_14688728,본죽&비빔밥 판교역점,본그룹,백반·죽·국수,경기도,성남시,59.5914,C
official_current,현재 공식 가중치,ba_14694670,본죽&비빔밥 충무로역점,본그룹,백반·죽·국수,서울특별시,중구,59.5666,C
official_current,현재 공식 가중치,ba_14688631,본죽&비빔밥 부천소새울역점,본그룹,백반·죽·국수,경기도,부천시,59.5561,C
official_current,현재 공식 가중치,ba_14690086,본죽&비빔밥 수지상현점,본그룹,백반·죽·국수,경기도,용인시,59.5376,C
official_current,현재 공식 가중치,ba_14270904,굽네치킨 원미점,굽네치킨,치킨,경기도,부천시,59.4813,C
official_current,현재 공식 가중치,ba_14687350,본죽&비빔밥 구로구청점,본그룹,백반·죽·국수,서울특별시,구로구,59.4134,C
official_current,현재 공식 가중치,ba_10841421,굽네치킨 인계점,굽네치킨,치킨,경기도,수원시,59.3993,C
official_current,현재 공식 가중치,ba_14740022,굽네치킨 신봉점,굽네치킨,치킨,경기도,용인시,59.2862,C
official_current,현재 공식 가중치,ba_14729159,굽네치킨 원대자이점,굽네치킨,치킨,대구광역시,서구,59.1970,C
official_current,현재 공식 가중치,ba_13228878,본죽 대전도마사거리점,본그룹,백반·죽·국수,대전광역시,서구,59.1629,C
official_current,현재 공식 가중치,ba_14798760,굽네치킨&피자 도래울점,굽네치킨,치킨,경기도,고양시,59.1025,C
official_current,현재 공식 가중치,ba_14575172,굽네치킨 좌4동점,굽네치킨,치킨,부산광역시,해운대구,59.0391,C
official_current,현재 공식 가중치,ba_10750970,굽네치킨 청주강서지구점,굽네치킨,치킨,충청북도,청주시,59.0421,C
official_current,현재 공식 가중치,ba_13233463,본죽&비빔밥 대구북구청점,본그룹,백반·죽·국수,대구광역시,북구,58.9561,C
official_current,현재 공식 가중치,ba_13230834,본죽&비빔밥 송도신도시점,본그룹,백반·죽·국수,인천광역시,연수구,58.9406,C
official_current,현재 공식 가중치,ba_14390691,본죽&비빔밥 경산옥곡점,본그룹,백반·죽·국수,경상북도,경산시,58.9103,C
official_current,현재 공식 가중치,ba_14599973,굽네치킨 파주법원점,굽네치킨,치킨,경기도,파주시,58.9130,C
official_current,현재 공식 가중치,ba_13612153,본죽&비빔밥 철산역점,본그룹,백반·죽·국수,경기도,광명시,58.8223,C
official_current,현재 공식 가중치,ba_14760741,본죽&비빔밥 용인신갈점,본그룹,백반·죽·국수,경기도,용인시,58.7494,C
official_current,현재 공식 가중치,ba_14689409,본죽&비빔밥 수원권선롯데마트점,본그룹,백반·죽·국수,경기도,수원시,58.7167,C
official_current,현재 공식 가중치,ba_14690695,본죽&비빔밥 김해구산점,본그룹,백반·죽·국수,경상남도,김해시,58.7023,C
official_current,현재 공식 가중치,ba_13235588,본죽 성균관대점,본그룹,백반·죽·국수,서울특별시,종로구,58.6518,C
official_current,현재 공식 가중치,ba_13230879,본죽&비빔밥 강남성심병원점,본그룹,백반·죽·국수,서울특별시,영등포구,58.6436,C
official_current,현재 공식 가중치,ba_14654080,굽네치킨 부산명장점,굽네치킨,치킨,부산광역시,동래구,58.5644,C
official_current,현재 공식 가중치,ba_14700905,본죽&비빔밥 호탄점,본그룹,백반·죽·국수,경상남도,진주시,58.5417,C
official_current,현재 공식 가중치,ba_14719554,본죽&비빔밥 파주금릉역점,본그룹,백반·죽·국수,경기도,파주시,58.5428,C
official_current,현재 공식 가중치,ba_14603467,본죽&비빔밥 천안불당점,본그룹,백반·죽·국수,충청남도,천안시,58.5247,C
official_current,현재 공식 가중치,ba_14691894,본죽 광양마동점,본그룹,백반·죽·국수,전라남도,광양시,58.4854,C
official_current,현재 공식 가중치,ba_14689855,본죽&비빔밥 안양동편마을점,본그룹,백반·죽·국수,경기도,안양시,58.3984,C
official_current,현재 공식 가중치,ba_14260091,굽네치킨 부평역점,굽네치킨,치킨,인천광역시,부평구,58.3972,C
official_current,현재 공식 가중치,ba_13230838,본죽&비빔밥 시흥사거리점,본그룹,백반·죽·국수,서울특별시,금천구,58.3791,C
official_current,현재 공식 가중치,ba_14690154,본죽&비빔밥 대화역점,본그룹,백반·죽·국수,경기도,고양시,58.3634,C
official_current,현재 공식 가중치,ba_14691813,본죽&비빔밥 울산호계점,본그룹,백반·죽·국수,울산광역시,북구,58.3298,C
official_current,현재 공식 가중치,ba_13471384,본죽&비빔밥 통영죽림점,본그룹,백반·죽·국수,경상남도,통영시,58.3221,C
official_current,현재 공식 가중치,ba_14689395,본죽&비빔밥 용인둔전점,본그룹,백반·죽·국수,경기도,용인시,58.2652,C
official_current,현재 공식 가중치,ba_14720263,굽네피자 강화온수점,굽네치킨,피자,인천광역시,강화군,58.2381,C
official_current,현재 공식 가중치,ba_14688684,본죽&비빔밥 부천심곡본동점,본그룹,백반·죽·국수,경기도,부천시,58.2328,C
official_current,현재 공식 가중치,ba_14691797,본죽&비빔밥 부산모라점,본그룹,백반·죽·국수,부산광역시,사상구,58.1950,C
official_current,현재 공식 가중치,ba_10705443,굽네치킨 거제연초점,굽네치킨,치킨,경상남도,거제시,58.1333,C
official_current,현재 공식 가중치,ba_13188150,본죽&비빔밥 제주법원점,본그룹,백반·죽·국수,제주특별자치도,제주시,58.1262,C
official_current,현재 공식 가중치,ba_13522931,본죽&비빔밥 파주문산점,본그룹,백반·죽·국수,경기도,파주시,58.1212,C
official_current,현재 공식 가중치,ba_13222051,본죽&비빔밥 이천점,본그룹,백반·죽·국수,경기도,이천시,58.1182,C
official_current,현재 공식 가중치,ba_14688563,본죽&비빔밥 신정네거리역점,본그룹,백반·죽·국수,서울특별시,양천구,58.0492,C
official_current,현재 공식 가중치,ba_10739524,굽네치킨 강원횡성점,굽네치킨,치킨,강원특별자치도,횡성군,58.0413,C
official_current,현재 공식 가중치,ba_13233445,본죽&비빔밥 여수죽림점,본그룹,백반·죽·국수,전라남도,여수시,58.0203,C
official_current,현재 공식 가중치,ba_13539608,굽네치킨 창원중앙점,굽네치킨,치킨,경상남도,창원시,58.0226,C
official_current,현재 공식 가중치,ba_10604883,굽네치킨 거제고현점,굽네치킨,치킨,경상남도,거제시,57.9885,C
official_current,현재 공식 가중치,ba_14671974,굽네피자 부산동삼점,굽네치킨,피자,부산광역시,영도구,57.9581,C
official_current,현재 공식 가중치,ba_14708789,본죽&비빔밥 파주금릉역점,본그룹,백반·죽·국수,경기도,파주시,57.9406,C
official_current,현재 공식 가중치,ba_14652929,굽네치킨 울산중앙점,굽네치킨,치킨,울산광역시,중구,57.9340,C
official_current,현재 공식 가중치,ba_14591780,굽네치킨&피자 금산읍점,굽네치킨,치킨,충청남도,금산군,57.8933,C
official_current,현재 공식 가중치,ba_14267751,굽네치킨 신정7동점,굽네치킨,치킨,서울특별시,양천구,57.8649,C
official_current,현재 공식 가중치,ba_14273478,굽네피자 원미점,굽네치킨,피자,경기도,부천시,57.7463,C
official_current,현재 공식 가중치,ba_14691178,본죽&비빔밥 대구서구청점,본그룹,백반·죽·국수,대구광역시,서구,57.7476,C
official_current,현재 공식 가중치,ba_14688614,본죽 안산본오1동점,본그룹,백반·죽·국수,경기도,안산시,57.7260,C
official_current,현재 공식 가중치,ba_13227516,본죽&비빔밥 부산동래점,본그룹,백반·죽·국수,부산광역시,동래구,57.7179,C
official_current,현재 공식 가중치,ba_14689595,본죽&비빔밥 시흥배곧점,본그룹,백반·죽·국수,경기도,시흥시,57.6758,C
official_current,현재 공식 가중치,ba_14689496,본죽&비빔밥 수원역매산점,본그룹,백반·죽·국수,경기도,수원시,57.6797,C
official_current,현재 공식 가중치,ba_14689464,본죽&비빔밥 파주금촌점,본그룹,백반·죽·국수,경기도,파주시,57.6352,C
official_current,현재 공식 가중치,ba_14581239,굽네치킨 여좌중앙점,굽네치킨,치킨,경상남도,창원시,57.6377,C
official_current,현재 공식 가중치,ba_14688338,본죽 부천대성병원점,본그룹,백반·죽·국수,경기도,부천시,57.6404,C
official_current,현재 공식 가중치,ba_14528279,굽네치킨 봉동점,굽네치킨,치킨,전북특별자치도,완주군,57.5874,C
official_current,현재 공식 가중치,ba_14441192,굽네피자 나주빛가람점,굽네치킨,피자,전라남도,나주시,57.5185,C
official_current,현재 공식 가중치,ba_14440681,굽네피자 면목점,굽네치킨,피자,서울특별시,중랑구,57.4805,C
official_current,현재 공식 가중치,ba_14437626,굽네치킨&피자 대구읍내점,굽네치킨,치킨,대구광역시,북구,57.4219,C
official_current,현재 공식 가중치,ba_10401021,굽네치킨 가산점,굽네치킨,치킨,서울특별시,금천구,57.3525,C
official_current,현재 공식 가중치,ba_13203399,본죽&비빔밥 제주강정점,본그룹,백반·죽·국수,제주특별자치도,서귀포시,57.2991,C
official_current,현재 공식 가중치,ba_14688697,본죽&비빔밥 신풍역점,본그룹,백반·죽·국수,서울특별시,영등포구,57.2765,C
official_current,현재 공식 가중치,ba_10041246,굽네치킨 수색증산점,굽네치킨,치킨,서울특별시,은평구,57.2742,C
official_current,현재 공식 가중치,ba_14229365,굽네치킨&피자 중곡1동점,굽네치킨,치킨,서울특별시,광진구,57.2621,C
official_current,현재 공식 가중치,ba_10739556,굽네치킨 양산석산점,굽네치킨,치킨,경상남도,양산시,57.2340,C
official_current,현재 공식 가중치,ba_10698315,굽네치킨 풍기점,굽네치킨,치킨,경상북도,영주시,57.2306,C
official_current,현재 공식 가중치,ba_14488211,굽네치킨&피자 풍동점,굽네치킨,치킨,경기도,고양시,57.2250,C
official_current,현재 공식 가중치,ba_14749296,굽네치킨&피자 석촌고분점,굽네치킨,치킨,서울특별시,송파구,57.2346,C
official_current,현재 공식 가중치,ba_14716102,본죽&비빔밥 의정부발곡점,본그룹,백반·죽·국수,경기도,의정부시,57.2231,C
official_current,현재 공식 가중치,ba_14767931,본죽&비빔밥 신중동점,본그룹,백반·죽·국수,경기도,부천시,57.2166,C
official_current,현재 공식 가중치,ba_14706394,본죽&비빔밥 호탄점,본그룹,백반·죽·국수,경상남도,진주시,57.1447,C
official_current,현재 공식 가중치,ba_14690725,본죽&비빔밥 광주주월점,본그룹,백반·죽·국수,광주광역시,남구,57.1347,C
official_current,현재 공식 가중치,ba_14604237,굽네치킨 울산다운점,굽네치킨,치킨,울산광역시,중구,57.0960,C
official_current,현재 공식 가중치,ba_13233506,본죽 광양마동점,본그룹,백반·죽·국수,전라남도,광양시,57.0820,C
official_current,현재 공식 가중치,ba_13234193,본죽 경주황성점,본그룹,백반·죽·국수,경상북도,경주시,57.0795,C
official_current,현재 공식 가중치,ba_14691330,본죽&비빔밥 구미형곡송정점,본그룹,백반·죽·국수,경상북도,구미시,57.0441,C
official_current,현재 공식 가중치,ba_13052096,굽네치킨 구로5동점,굽네치킨,치킨,서울특별시,구로구,57.0394,C
official_current,현재 공식 가중치,ba_10509105,굽네치킨&피자 강저지구점,굽네치킨,치킨,충청북도,제천시,57.0015,C
official_current,현재 공식 가중치,ba_14799070,굽네치킨&피자 전남나주점,굽네치킨,치킨,전라남도,나주시,56.9583,C
official_current,현재 공식 가중치,ba_14712797,굽네치킨 논공점,굽네치킨,치킨,대구광역시,달성군,56.9496,C
official_current,현재 공식 가중치,ba_14463467,굽네치킨 화명신도시점,굽네치킨,치킨,부산광역시,북구,56.9356,C
official_current,현재 공식 가중치,ba_14690577,본죽&비빔밥 포항양덕점,본그룹,백반·죽·국수,경상북도,포항시,56.9305,C
official_current,현재 공식 가중치,ba_14671490,굽네피자 영천중앙점,굽네치킨,피자,경상북도,영천시,56.9029,C
official_current,현재 공식 가중치,ba_14454741,본죽&비빔밥 부천소새울역점,본그룹,백반·죽·국수,경기도,부천시,56.8586,C
official_current,현재 공식 가중치,ba_10016162,굽네치킨 신월사파점,굽네치킨,치킨,경상남도,창원시,56.8483,C
official_current,현재 공식 가중치,ba_14691751,본죽&비빔밥 대전판암점,본그룹,백반·죽·국수,대전광역시,동구,56.8253,C
official_current,현재 공식 가중치,ba_14687315,본죽&비빔밥 뚝섬유원지역점,본그룹,백반·죽·국수,서울특별시,광진구,56.7816,C
official_current,현재 공식 가중치,ba_13236479,본죽 군포지샘병원점,본그룹,백반·죽·국수,경기도,군포시,56.7281,C
official_current,현재 공식 가중치,ba_14673431,굽네치킨 부산온천점,굽네치킨,치킨,부산광역시,동래구,56.7136,C
official_current,현재 공식 가중치,ba_14754893,본죽&비빔밥 일산탄현큰마을점,본그룹,백반·죽·국수,경기도,고양시,56.6018,C
official_current,현재 공식 가중치,ba_13225842,본죽 동인천점,본그룹,백반·죽·국수,인천광역시,중구,56.5723,C
official_current,현재 공식 가중치,ba_14623314,굽네치킨 충효점,굽네치킨,치킨,경상북도,경주시,56.5514,C
official_current,현재 공식 가중치,ba_14564492,본죽&비빔밥 대구신월성점,본그룹,백반·죽·국수,대구광역시,달서구,56.4972,C
official_current,현재 공식 가중치,ba_14715313,굽네치킨&피자 홍은1동점,굽네치킨,치킨,서울특별시,서대문구,56.4508,C
official_current,현재 공식 가중치,ba_14687115,본죽 강서구청점,본그룹,백반·죽·국수,서울특별시,강서구,56.3707,C
official_current,현재 공식 가중치,ba_14795104,굽네치킨 독산스타점,굽네치킨,치킨,서울특별시,금천구,56.3610,C
official_current,현재 공식 가중치,ba_14687341,본죽&비빔밥 봉천역점,본그룹,백반·죽·국수,서울특별시,관악구,56.3084,C
official_current,현재 공식 가중치,ba_14598667,본죽&비빔밥 조치원죽림점,본그룹,백반·죽·국수,세종특별자치시,조치원읍,56.0897,C
official_current,현재 공식 가중치,ba_14694145,본죽&비빔밥 합정역점,본그룹,백반·죽·국수,서울특별시,마포구,55.9807,C
official_current,현재 공식 가중치,ba_14671483,굽네치킨 영천중앙점,굽네치킨,치킨,경상북도,영천시,55.9834,C
official_current,현재 공식 가중치,ba_14735878,본죽&비빔밥 시흥능곡점,본그룹,백반·죽·국수,경기도,시흥시,55.9744,C
official_current,현재 공식 가중치,ba_13975731,굽네피자 신길뉴타운점,굽네치킨,피자,서울특별시,영등포구,55.9512,C
official_current,현재 공식 가중치,ba_10821092,굽네치킨 주안3호점,굽네치킨,치킨,인천광역시,미추홀구,55.9177,C
official_current,현재 공식 가중치,ba_14690014,본죽&비빔밥 인천석바위점,본그룹,백반·죽·국수,인천광역시,미추홀구,55.9049,C
official_current,현재 공식 가중치,ba_13231147,본죽&비빔밥 인천송도웰카운티점,본그룹,백반·죽·국수,인천광역시,연수구,55.8728,C
official_current,현재 공식 가중치,ba_14736722,굽네치킨&피자 철원와수점,굽네치킨,치킨,강원특별자치도,철원군,55.8613,C
official_current,현재 공식 가중치,ba_14740239,굽네치킨 임실읍점,굽네치킨,치킨,전북특별자치도,임실군,55.7607,C
official_current,현재 공식 가중치,ba_14737726,굽네치킨 대치4동점,굽네치킨,치킨,서울특별시,강남구,55.6664,C
official_current,현재 공식 가중치,ba_14637553,굽네치킨&피자 양지동점,굽네치킨,치킨,경기도,성남시,55.6221,C
official_current,현재 공식 가중치,ba_14699649,굽네치킨 시흥신천점,굽네치킨,치킨,경기도,시흥시,55.5704,C
official_current,현재 공식 가중치,ba_14689759,본죽&비빔밥 인천송도웰카운티점,본그룹,백반·죽·국수,인천광역시,연수구,55.5354,C
official_current,현재 공식 가중치,ba_14692168,본죽&비빔밥 해운대장산역점,본그룹,백반·죽·국수,부산광역시,해운대구,55.5086,C
official_current,현재 공식 가중치,ba_14729038,굽네치킨&피자 파주읍점,굽네치킨,치킨,경기도,파주시,55.5127,C
official_current,현재 공식 가중치,ba_14689402,본죽&비빔밥 의정부을지대병원점,본그룹,백반·죽·국수,경기도,의정부시,55.4547,C
official_current,현재 공식 가중치,ba_13235498,본죽&비빔밥 외대점,본그룹,백반·죽·국수,서울특별시,동대문구,55.3526,C
